Genre,Reports,Age,Gpa,Year,Count,Gender,Nationality
Online learning, Online students often feel isolated and disconnected from the campus community.,22,3.32,5,1,F,Mexico
Food and Cantines,There are no vegetarian or vegan options at any of the campus food outlets.,17,3.24,5,1,F,Jordan
Food and Cantines,17. I have gotten sick from eating the food in the dining hall.,19,2.9,3,1,M,Indonesia
Health and Well-being Support,The health clinic appointment booking system is confusing and hard to navigate.,20,3.63,5,1,M,Pakistan
Athletics and sports,Female students do not have access to the same quality facilities as male students.,24,2.61,3,1,F,Jordan
Student Activities,There is no inter-university collaboration or joint event program available.,21,3.17,5,1,F,Saudi Arabia
Student Activities,The student union AGM is held without proper notification to all members.,18,3.17,3,1,F,Bangladesh
Online learning,The university has not invested enough in its online learning infrastructure.,23,3.01,1,1,F,Pakistan
Internship Opportunities,The university does not offer any CV review support to students before graduation.,24,1.64,1,1,F,Turkey
Food and Cantines,The canteen kitchen hygiene looks questionable based on what I have seen.,20,1.85,4,1,F,Indonesia
Online learning,"Ransomware alert on shared research drive. Endpoint security flagged mass renames. The suspected workstation was isolated. Request incident response engagement and scoping. Validate signatures and protect affected shares. Backups confirmed last week—need restore readiness. Status updates every 30 minutes, please. High impact to research continuity.",22,2.71,5,1,F,Nigeria
Athletics and sports,The gym locker rooms are poorly maintained and frequently left in a dirty state.,20,2.38,4,1,F,Indonesia
Student Activities,The photography and film club has no equipment provided by the university.,25,3.13,3,1,M,India
International student experiences,I was never told my visa did not allow me to work more than 20 hours per week.,23,2.16,3,1,F,Malaysia
International student experiences,International student societies lack adequate funding to run meaningful events.,19,1.67,4,1,M,Egypt
International student experiences,"1. As an international student, I find it difficult to communicate with my peers because of the language barrier. It's frustrating because I want to be involved in group projects and extracurricular activities, but I struggle to express myself properly.""",23,4.0,1,1,M,France
International student experiences,There is no airport pickup service or arrival guidance for new international students.,21,1.39,4,1,M,Pakistan
International student experiences,My overseas academic transcripts took months to verify due to a slow process.,21,3.26,5,1,F,Malaysia
International student experiences,My home country qualifications were not recognized correctly delaying my enrollment.,21,3.49,3,1,F,Pakistan
Online learning,Video playback on the learning portal buffers even on a stable connection.,16,2.88,3,1,F,Nigeria
Online learning,some computers in LAB is very very laggy (7B01-7B08). Requesting a quick check.,24,1.95,5,1,M,Saudi Arabia
International student experiences,The university offers no local cultural orientation for newly arrived students.,25,2.72,2,1,F,India
Internship Opportunities,Graduate school application support is not offered despite many students needing it.,23,3.15,4,1,M,Saudi Arabia
Student Affairs,There is a large group of people protesting outside the main hall and they are blocking the entrance so nobody can get to their exams. Things are starting to get heated between students and protesters.,19,1.89,4,1,M,Pakistan
Financial Support, I wish there were more resources available to help students with their budgeting and financial planning.,22,0.29,4,1,M,Egypt
Athletics and sports,The running track is shared with the football team with no clear separation.,26,1.44,5,1,F,Malaysia
Online learning,Discussion forums on the e-learning platform are never monitored by instructors.,25,1.24,2,1,M,Nigeria
Student Affairs,I was not informed of my rights as a student when a complaint was filed against me.,24,3.93,4,1,M,Saudi Arabia
Student Activities,Club elections are poorly regulated and prone to conflicts without proper oversight.,22,2.1,5,1,F,Jordan
Online learning,Limited access to online resources has made it difficult to complete assignments and stay on track with coursework.,17,3.28,4,1,M,Mexico
International student experiences,The university emergency contact form does not support international phone formats.,16,1.4,4,1,F,India
Financial Support, It's unfair that some students are able to afford all the materials they need while others can't.,19,1.69,2,1,M,Egypt
Student Affairs,University sexual harassment policies are not clearly communicated to all students.,21,3.48,5,1,F,Saudi Arabia
Health and Well-being Support,"I've been struggling with mental health issues for a while now, but I don't have access to affordable mental health care. It's really discouraging and makes me feel like I'm not being taken seriously.",24,2.45,1,1,F,France
Student Activities,"4. ""I'm from out of town, and I'm having a hard time finding my way around the city. It would be great if the university offered more orientation sessions or tours for new students, so that we could feel more confident and comfortable navigating the area.""",19,2.45,2,1,F,Yemen
Academic Support and Resources,"Can we have more trash cans specifically for paper waste in the printer room? Most of the bins are filled with plastic bottles, making it hard to collect the discarded paper for recycling.",27,3.97,1,1,F,Jordan
Student Affairs,There is no independent ombudsman to handle disputes that cannot be resolved.,20,1.31,1,1,F,Bangladesh
Student Activities,The student activities fair was so poorly organized that I could not find any clubs.,18,2.58,3,1,M,Turkey
Student Activities,Event approval from administration takes so long that deadlines are missed.,24,3.46,2,1,F,Indonesia
International student experiences,The campus does not acknowledge or celebrate the cultural diversity of its students.,24,0.92,1,1,F,Jordan
Academic Support and Resources,My academic advisor has not responded to my emails in three weeks.,20,1.65,4,1,F,India
Student Affairs,The printer in the self-service admin kiosk is out of ink again. I’m trying to print my enrollment certificate for a bank loan and I can't wait until Monday for a refill.,28,1.56,4,1,F,Saudi Arabia
Online learning,Technical issues during online exams are not resolved quickly enough to help.,17,1.24,2,1,M,Indonesia
Health and Well-being Support,The university does not conduct any annual student wellbeing surveys.,18,3.21,2,1,M,Turkey
Financial Support," The cost of living on campus is way too high, and it's making it hard to afford my education.",26,3.55,4,1,F,Egypt
Academic Support and Resources,The amount of reading and writing assignments in my English class is overwhelming. I'm finding it hard to keep up with the workload.,24,0.66,1,1,F,Soudan
International student experiences,There is no designated contact for international students during university holidays.,27,0.68,3,1,F,Malaysia
Food and Cantines,There are no late-night food kiosks near the dormitory buildings at all.,22,3.31,5,1,M,Saudi Arabia
